,Drug_ID,Drug,Y
8069,11551,CN(C/C=C/c1ccc(-c2ccccc2)cc1)Cc1coc2ccccc12.Cl,0
8070,11553,COc1cc(-c2nc3n(n2)CCC[C@@H]3c2ccc(F)cc2C)ccc1-n1cnc(C)c1,1
8071,11554,N[C@H](C(=O)N1CCCC1)C1CCC(NC(=O)c2ccc(OC(F)(F)F)cc2)CC1,1
8072,11555,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(C)(C)C)oc6cc5CC4)n3C)cccc2n1,1
8073,11556,CCc1nc2c3c(ccc2o1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,1
8074,11559,Clc1ccccc1-c1ncccc1CC(c1cccnc1)c1cccnc1Cl,0
8075,11563,N#Cc1ccc(CN2CC3CN(CCNS(=O)(=O)c4ccc(C#N)cc4)CC(C2)O3)cc1,0
8076,11565,OC[C@@H]1CCCN(CCC[C@@H]2CCCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)C1,1
8077,11566,CC1CCCN1CCc1ccc2nc(-c3ccsc3)ccc2c1,1
8078,11567,N[C@H](C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1)C1CC1,1
8079,11568,COc1cccc([C@]2(O)CC[C@H](N3CC(NC(=O)CNc4ncnc5ccc(C(F)(F)F)cc45)C3)CC2)n1,0
8080,11570,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Br)cc5)C4)n3C)cccc2n1,1
8081,11571,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(=O)n(C)c1,1
8082,11572,C[NH+]1CCC[C@H](c2c(-c3ccccc3)[nH]c3ccccc23)C1,1
8083,11573,CC(C)N1CCN(NCc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(F)c2)CC1,0
8084,11574,CCOC(=O)C1=C(CN2CCO[C@H](C)[C@H]2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,0
8085,11575,CC(C)c1ccccc1C(=O)N(CC1CC1)[C@H]1CCNC1,0
8086,11576,COc1ccccc1C(=O)Nc1cccc(NC(=O)c2cccc(C)c2)c1,0
8087,11577,O=C(NC1CCC(c2ccc(O)cc2)CC1)C1Cc2ccccc2CN1,0
8088,11579,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,1
8089,11582,CCn1nc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2=O)ccc1=O,1
8090,11584,CCNCCc1cccc(C(F)(F)F)c1,0
8091,11585,c1ccccc1,0
8092,11586,CC1(C)CC(NC(=O)c2cn[nH]c2)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,1
8093,11588,CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,1
8094,11590,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(CC7CC7)oc6cc5CC4)n3C)cccc2n1,1
8095,11591,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(N2CCC3(CCCC3O)CC2)nc1,1
8096,11592,O=C1NN=C(c2ccc(OC3CCN(C4CCC4)CC3)cc2)[C@H]2C[C@@H]12,0
8097,11593,Cc1ccnnc1N1CCN(C(=O)Nc2ccc(C(C)(C)C)cc2)[C@H](C)C1,1
8098,11594,O=C(C1CNCCC1(O)c1ccc(F)c(F)c1)N(Cc1c[nH]c2cccc(F)c12)C1CC1,1
8099,11595,CN1CCN2c3ccccc3Cc3ccccc3C2C1,1
8100,11596,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4)nc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,0
8101,11600,CC(C(O)c1ccc2c(c1)CNC(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1,1
8102,11601,O=c1ccc2ncc(F)c3c2n1CC3(O)CC12CCC(NCCc3cc(F)ccc3F)(CC1)CO2,1
8103,11603,CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCO)c1ccccc1,0
8104,11605,NC1=NC2(c3cc(-c4cncnc4)ccc3OCC23CC3)C(F)(F)CO1,0
8105,11606,O[C@H](COc1ccc(C(F)(F)F)cc1)CN1CCN(Cc2c(F)cccc2Cl)CC1,0
8106,11607,CN(CCCCOc1ccc([N+](=O)[O-])cc1)Cc1ccc([N+](=O)[O-])cc1,1
8107,11608,CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NC[C@H]4CC[C@H](c5ccc(C(F)(F)F)cc5)CC4)cc3)oc12,0
8108,11609,O=C(/C=C/c1ccc2c(c1)CN(Cc1ccccc1)C2)NO,0
8109,11610,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(=O)n(C(F)F)n2)C3=O)ccc2c1COC2=O,0
8110,11611,CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N(C)CC)cc2)N2CCN(Cc3[nH]cnc3C)CC2)c1,0
8111,11613,COc1cccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)c1,1
8112,11614,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,1
8113,11615,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,1
8114,11617,CS(=O)(=O)Nc1ccc(C(=O)C2CCN(CCCc3ccccc3)CC2)cc1,1
8115,11618,CC(C)(C)c1cc(NC(=O)n2ncc3cc(Oc4ncnc5c4CNC5)ccc32)no1,1
8116,11619,CN(CC(=O)NC1CC1)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,0
8117,11620,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cccc2cccnc12)C1CC1,0
8118,11621,CNC(C)c1cc(C)ccc1Oc1ccc(Cl)c(Cl)c1,1
8119,11622,CSc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1,1
8120,11624,Cc1nc2ccc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)cc2[nH]1,1
8121,11625,Cc1nc(C)c(-c2nnc(SCCCN3CCC4(CCc5ccc(F)cc54)C3)n2C)s1,1
8122,11626,CN1CC2CC1CN2c1ncc(-c2ccccc2)cn1,0
8123,11627,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,0
8124,11628,CC1(C)CC(NC(=O)c2n[nH]c3c2CCC3)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,0
8125,11629,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccccc4)n2C)CC3)no1,1
8126,11630,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)C[C@]12CC[C@@](NCc3ccc4c(c3)OC(F)(F)O4)(CC1)CO2,0
8127,11631,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,0
8128,11632,Cc1cccc(C)c1NC(=O)[C@H]1CCCC[NH+]1CC1CC1,0
8129,11633,CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,1
8130,11635,N#Cc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0
8131,11636,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(CCO)CC1,1
8132,11637,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1,1
8133,11638,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c(F)cc(N3CC[C@H](F)C3)cc12,0
8134,11641,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0
8135,11644,CN1CCc2cncn2Cc2ccc(C#N)c(c2)Oc2ccc3cccc(c3c2)N2CC[C@H]1C2=O,1
8136,11645,Cc1nc2ccccc2n1-c1ccc(C(=O)N(C)[C@@H]2CCN(C(C)C)C2)cc1,0
8137,11647,COc1cccc(-c2cccc(C3(C4CCN(C(C)=O)CC4)N=C(C)C(N)=N3)c2)c1,0
8138,11649,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(N2CCC3(CC2)CNC(=O)C3)nc1,1
8139,11650,CC1(C)CC(c2ccc(OC3CCN(C4CCC4)CC3)cc2)=NNC1=O,0
8140,11651,CCCCCCCN(CC)CC#CCc1ccc(C)cc1,1
8141,11652,CC(=O)N1CCN2CCCc3c(C)c4c(n3-c3ccc(C(N)=O)c(c3)NCC2C1)CC(C)(C)CC4=O,0
8142,11653,N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CNCCCO3)cc2)cc1,0
8143,11654,O=C(NCc1ccncc1)C1c2ccccc2C(=O)N1Cc1ccccc1-c1ccccc1,0
8144,11655,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCC(C(=O)O)CC2)c1,0
8145,11656,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,1
8146,11659,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cncnc4)cc23)CC[C@]1(C)N,1
8147,11660,CCC(NCCCC[C@@H](C[C@@H](OC)c1ccc(F)cc1)C(=O)NO)c1ccc(F)cc1,0
8148,11661,Cc1ncc(CNC2CCN(CCN3C(=O)C=CC4C3C=CC(=O)N4C)CC2)cc1C#N,0
8149,11662,Cc1cnc(COc2nc(N)nc3ccn(Cc4ccccn4)c23)o1,0
8150,11663,Cc1nn2ccccc2c1CCN(Cc1ccc(C=CC(=O)NO)cc1)C(C)C,0
8151,11664,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]cnc3c2)n1,0
8152,11666,CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(Cl)c1,1
8153,11667,Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(N5CCN(C)CC5)nc34)CC2)no1,1
8154,11668,CC(C)N1CCN([C@H]2CCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)CC1,1
8155,11669,Cc1ncoc1-c1nnc(SCCCN2CCc3cc4onc(C)c4cc3CC2)n1C,1
8156,11670,Cn1ccc(-c2noc(C3=CC4(CCN(CC5CCCO5)CC4)c4ccccc43)n2)n1,1
8157,11671,O=C(CCCCCCC(=O)Nc1ccc2ccnc(Nc3cccc(Cl)c3F)c2c1)NO,0
8158,11672,CC(C)(C)c1cc(NC(=O)n2ccc3cc(Oc4ncnc5c4CNC5)ccc32)no1,0
8159,11673,COc1cc(F)ccc1-c1cc(CNC2CCCC2)ccn1,1
8160,11674,COc1ccc(Oc2cc(C)c(-c3csc(NC(=O)c4ccnc(F)c4)n3)c(C)c2)cc1,0
8161,11677,CCNS(=O)(=O)c1ccc(-c2ccc(CCN3CCCC3C)cc2)cc1,1
8162,11680,O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)Cn2c(C3(C(F)(F)F)CC3)cnc21)N1CCC2(CC1)C(=O)Nc1ncccc12,1
8163,11683,c1ccc(CCCN2CCC(CNc3ncccn3)CC2)cc1,1
8164,11686,NC(=O)c1cccc(C[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1
8165,11687,CC1(C)Cc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2O1,0
8166,11688,CN(CCOc1ccccc1)CCc1ccc(NS(C)(=O)=O)cc1,1
8167,11690,COc1ccc([C@H]2CN(CCC3CCOCC3)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,1
8168,11691,COc1ccc2c(-c3cnn(-c4ccccc4)c3)ccnc2c1,1
8169,11692,COc1ccc2ncc(F)c(C(CC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)C(=O)O)c2n1,1
8170,11693,CC(C)S(=O)(=O)N[C@@H]1COC[C@@H]1c1ccc(-c2cncc(F)c2)cc1,0
8171,11694,COc1ccc2ncc(F)c(C[C@H](O)[C@]34CC[C@](NCc5nc6c(cc5F)OCC(=O)N6)(CC3)CO4)c2n1,1
8172,11695,Cn1nc(NCC(=O)NC2CN(C3CCC(NS(C)(=O)=O)CC3)C2)c2cc(C(F)(F)F)ccc21,0
8173,11696,N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(CCCOc4ccc(F)cc4)CC(C2)O3)cc1,0
8174,11697,COCCN1CCC[C@@H](Cn2c(-c3ccccc3C)nc3nc(-c4ccc(Cl)cc4)sc3c2=O)C1,1
8175,11698,CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2c1c(=O)n(Cc1ncccc1C#N)c(=O)n2C,0
8176,11699,O=C(c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)N1CCOCC1,0
8177,11700,Cc1nc2ncc(Oc3ccc(F)cc3)nc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,0
8178,11701,Cc1cc(C(N)=O)ccc1O[C@@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1,1
8179,11703,CNc1cc(Nc2cnc(C#N)c(O[C@H]3CCN(C)C3)n2)ncc1-c1cnn(C)c1,0
8180,11704,N#Cc1ccc(CN2CC3CN(CCNS(=O)(=O)Cc4ccccc4)CC(C2)O3)cc1,0
8181,11705,CC(C)(C)c1[nH]c2ncccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,0
8182,11706,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccsc3)sc12,0
8183,11708,C[C@@H](N[C@@H]1CC[C@@H](C(=O)N2CCC(C(=O)N3CCCC3)(c3ccccc3)CC2)C(C)(C)C1)c1ccccc1,0
8184,11709,O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCN(Cc2ncn(CC(F)F)n2)CC1,0
8185,11710,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccn(C)c(=O)c1,1
8186,11712,N#Cc1ccc(C(F)(F)F)nc1O[C@H](CCN)c1ccno1.O=C(O)C(=O)O,0
8187,11713,N#Cc1cccc(S(=O)(=O)NCCN2CC3CN(CCOc4ccc(C#N)cc4F)CC(C2)O3)c1,0
8188,11714,CO/N=C1\CN(c2nc3c(cc2F)C(=O)C(C(=O)O)CN3C2CC2)CC12CNC2,0
8189,11715,COc1cccc(C2(C)CN(c3cc(N)ccn3)C2)c1,1
8190,11716,CC(C)(C)n1nnc2c1CCC(n1cnc(-c3ccc(F)cc3)n1)C2,1
8191,11717,CC(C)(C)NC(=O)C1c2ccc(O)cc2C(=O)N1Cc1ccccc1-c1ccccc1,0
8192,11718,COc1ccc2ncc(F)c(C[C@H](N)[C@@H]3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)CO3)c2n1,1
8193,11720,CC(C)c1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1,1
8194,11721,CCc1c(CNC23CCC(CCc4c(F)cnc5ccc(OC)nc45)(CC2)OC3)nc2c(c1C)OCC(=O)N2,1
8195,11722,C[C@@H](O)CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)nn2)CC1,1
8196,11723,CCc1nn(CCOCC(F)(F)F)c2c(Nc3ccncn3)nc(N3CCNCC3)nc12,1
8197,11725,CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccc(F)cc1-c1ccccc1,1
8198,11727,OCCNCc1csc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)n1,1
8199,11729,Cc1ccccc1-c1nc2cn(-c3cccc(Cl)c3)nc2c(=O)n1CC1CCCN(C(C)C)C1,0
8200,11730,O=C(C=Cc1ccc(CNCCc2c(-c3cccs3)[nH]c3ccccc23)cc1)NO,1
8201,11731,CC(C)(N)c1nc(-c2ccc(OC(F)(F)F)cc2)c[nH]1,1
8202,11733,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,1
8203,11734,Cc1cc(C2C=CN=CN2)c(C)s1.Cl,0
8204,11735,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN(C2CCC(c3ccccc3)CC2)CC1O,1
8205,11736,COCCOc1cc2nc(-c3cc(F)ccc3O)nc(N[C@H]3CCNC3)c2cc1OC,0
8206,11738,Clc1ccc2c(c1)N=C(N1CC[NH2+]CC1)c1ccccc1N2,1
8207,11741,CN(C)CCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,0
8208,11743,CC(C)Cc1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C1(CCC1)O2,0
8209,11744,CC(C)(C)NC(=O)C1c2ccccc2C(=O)N1Cc1ccccc1-c1ccc(F)c(F)c1,0
8210,11747,NC(=O)Cc1ccc(C2CCC(N3CC(NC(=O)CNc4n[nH]c5ccc(C(F)(F)F)cc45)C3)CC2)cc1,1
8211,11748,C[C@H]1CN(CC=C2CCCc3c2cnn3-c2ccccc2)C[C@@H](C)O1,1
8212,11749,COCC(=O)NC1CCN(c2nc(C)c3cc(NC(=O)/C=C/c4ccc(Cl)cc4)ccc3n2)CC1,1
8213,11750,CC[N+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1
8214,11752,CCOCc1nc(Nc2ccc(C(F)(F)F)cc2)c2ccc(-c3ncccc3C(F)(F)F)cc2n1,1
8215,11754,O=c1[nH]c2ccc(F)c(Cl)c2cc1O,0
8216,11755,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21,0
8217,11756,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,0
8218,11758,COc1cc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2=O)ccn1,1
8219,11759,NC1CN(c2cnc3nccnc3n2)CCC1c1cc(F)c(F)cc1F,1
8220,11760,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,0
8221,11761,CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3sccc3c2)nc1,1
8222,11762,O=C(C=Cc1ccc2c(c1)CN(C(=O)C1CC1)C2)NO,0
8223,11763,CC(=O)NCCc1ccccc1-c1ccc([C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)c(C)c1.Cl,1
8224,11764,N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(Cc4ccc(C#N)cc4F)CC(C2)O3)cc1,0
8225,11765,NC(=O)C12CC3CC(C1)C(NC(=O)C1SCCN1S(=O)(=O)c1ccccc1F)C(C3)C2,0
8226,11766,CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,0
8227,11767,O=C(Nc1ccc(F)cn1)[C@H](COCCO)Oc1ncnc2c1cnn2-c1c(Cl)cccc1Cl,0
8228,11768,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC([N+](C)C)C3O)C2C)OC(C)C1O,0
8229,11769,O=C1CN(CCc2ccc(F)cc2)CCN1C1CCc2cc(Cn3ccnc3)ccc2C1,1
8230,11771,COc1cccc(C(O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,1
8231,11772,O=C1O[C@]2(CC[C@H](c3nc4cc(C(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccc1,1
8232,11773,CC(C)Oc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,1
8233,11774,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1OC,1
8234,11775,Cc1ccc(CN2[C@H]3CC[C@@H]2C[C@@H](Oc2cccc(C(N)=O)c2)C3)s1,1
8235,11776,CC#C[C@@H](c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1)c1oc(=O)[nH]c1O,1
8236,11777,COc1cc(N2CCN(C(=O)CO)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,0
8237,11779,C=CCOc1cc(F)c(F)cc1C1CC1CN.Cl,1
8238,11782,Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4)C3C2)nnc1-c1cnccn1,1
8239,11784,Nc1nc2cc3c(cc2s1)CCN(Cc1ncon1)CC3,0
8240,11785,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccc(CCC(=O)O)cc1,1
8241,11786,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,1
8242,11788,CCc1nc2ccc(C3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,1
8243,11789,NC(=O)N1CCN(Cc2ccc3c(c2)Cc2c-3n[nH]c2-c2csc(C#CCOc3ccccc3)c2)CC1,1
8244,11792,CC(C)[C@@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,0
8245,11794,Cc1cccc(N/C(=N/C#N)c2ccc(-c3ccc(Cl)cc3)o2)c1,0
8246,11795,COC[C@H](C)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2ccn(C)n2)c1,0
8247,11796,Cc1ccc([C@@H](C)N2[C@H]3CC[C@@H]2C[C@@H](Oc2cccc(C(N)=O)c2)C3)cn1,1
8248,11797,CC(C)(O)C(=O)c1oc2nc(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)cc2c1NC(=O)CO,1
8249,11798,O=C(Nc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,0
8250,11799,O=C(O)c1cccc(C2CCN([C@@H]3C[C@H]4OCC[C@@]4(C(=O)N4COc5ccc(C(F)(F)F)cc5C4)C3)CC2)c1,0
8251,11800,Cn1c(CCCCN2CC3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccccc1Cl,1
8252,11801,CCCCCCC[N+](CC)(CC)C/C=C/Cc1ccc(Cl)cc1.[I-],1
8253,11802,COc1ccc(CCNC(C)COc2c(C)cccc2C)cc1OC,1
8254,11803,CCOC(=O)C1=C(CN2CCOCC2C(=O)OC(C)C)NC(c2nccs2)=NC1c1ccc(F)cc1Br,0
8255,11804,CC(C)(O)c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,0
8256,11805,Cc1ncoc1-c1nnc(SCCCN2CCC3CC3(c3cccc(C(F)(F)F)c3)C2)n1C,1
8257,11807,O=C(NC1CCN(Cc2ccc3ncoc3c2)CC1)c1cc(=O)c2ccc(F)cc2o1,0
8258,11808,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(COC4)C3)cc2)C1,0
8259,11809,CC(CC#N)N1C(=O)c2ccccc2C1C(=O)NCc1ccc(OC(F)(F)F)cc1,0
8260,11811,Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc6nc(C(F)(F)F)oc6c5CC4)n3C)cccc2n1,1
8261,11812,Cc1nc([C@@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccccc4)c[nH]3)Cc3c2[nH]c2ccccc32)no1,1
8262,11813,C[C@H]1Cc2c(ncnc2Oc2ccc3c(ccn3C(=O)Nc3cc(C(C)(C)C)on3)c2)CN1,0
8263,11815,CN=[S+](C)([O-])c1ccc(Nc2ncc(C(F)(F)F)c(N[C@@H]3CCC[C@H]3N(C)C)n2)cc1,0
8264,11818,Cn1c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2c(C(F)(F)F)cccc2c1=O,1
8265,11819,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,1
8266,11820,O=C(O)C12CC1CN(C1CCC3(Cc4ccccc4Cc4ccccc43)C1)C2,0
8267,11821,O=C([O-])c1cccc(Cc2cc(Cl)ccc2OCc2ccc(Cl)cc2F)n1.[Na+],0
8268,11823,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1
8269,11824,Nc1ncc(-c2ccc(C(=O)N3CCOCC3)cc2)cc1-c1ccc(C(F)(F)F)nc1,0
8270,11827,O=C(N[C@H]1CC[C@H](C(=O)O)CC1)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,1
8271,11828,O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3c[nH]nn3)cc(C(F)(F)F)c2)CC1,1
8272,11829,COc1cc(/C=C/c2nc(NCc3ccccc3)c3c4c(sc3n2)CCC4)ccc1-n1cnc(C)c1,1
8273,11830,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CO1,1
8274,11831,CCOC(=O)C1=C(CN2CCN(C)CC2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,0
8275,11832,COC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Cl,0
8276,11833,Cc1nc2cc(F)ccc2n1C1C[C@H]2CC[C@H](C1)N2CC[C@H](NC(=O)c1ccc[n+]([O-])c1)c1ccc(F)cc1,1
8277,11835,Cc1nc(-n2cnnn2)ccc1[C@@H](C)C(=O)N1CCN(CCc2ccc3c(c2C)COC3=O)CC1,1
8278,11836,Cc1nc2cc(F)ccc2n1C1C[C@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCS(=O)(=O)CC1)c1ccc(F)cc1,0
8279,11837,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C)oc6c(C)c5CC4)n3C)cccc2n1,1
8280,11838,N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(Cc4c[nH]c5ccc(F)cc45)CC(C2)O3)cc1,0
8281,11840,CC(C)C(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,0
8282,11841,CN(C)C1(CNC(=O)N2CCC(c3nc(-c4ccc5ccccc5n4)no3)CC2)CCCC1,0
8283,11842,Cc1cc(-c2cc(OC(F)(F)F)ccc2Cl)cc(C)c1OCCCC(=O)O,0
8284,11843,O=c1ccc(OCCCN2CCCCC2)nn1-c1ccc(Cl)c(Cl)c1,1
8285,11846,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,0
8286,11849,CC(C)CCC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,0
8287,11850,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(Cc1cc(C(=O)O)cs1)C[C@H]2c1ccc(C#N)cc1,1
8288,11851,O=C1OCc2cc(CCC3CCN(C(=O)Cc4ccc(-n5cnnn5)cn4)CC3)ccc21,1
8289,11852,O=C(NCC(=O)N1CCC(NC2CCC(O)(c3ccc(-c4nccs4)cn3)CC2)C1)c1cccc(C(F)(F)F)c1,0
8290,11854,COc1ccc2ncc(F)c(C(C)(O)CC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1
